"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	76
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	125
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	166
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	195
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	251
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	210
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	296
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	309
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	395
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	237
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	342
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	185
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	219
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	103
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	106
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	28
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	34
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	54
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	51
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	114
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	127
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	175
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	161
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	227
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	140
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	290
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	167
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	279
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	155
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	247
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	81
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	152
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	49
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	64
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	28
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	56
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	37
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	110
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	133
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	241
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	307
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	442
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	553
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	716
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	857
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	956
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	1210
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	1182
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	1476
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	1466
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	1765
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	1565
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	1729
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	1100
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	1233
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	779
	"Respiratory System"	"22010-22060"	"California"	"06"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	672
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	63
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	62
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	75
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	114
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	97
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	144
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	137
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	197
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	184
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	247
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	175
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	178
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	130
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	134
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	84
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	85
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	27
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	23
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	39
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	47
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	80
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	81
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	106
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	134
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	127
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	172
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	165
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	230
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	238
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	284
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	231
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	242
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	180
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	151
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	111
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	116
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	20
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	30
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	23
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	33
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	43
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	61
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	54
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	50
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	84
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	60
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	52
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	28
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	16
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	23
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	32
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	27
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	30
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	42
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	30
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	36
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	33
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	139
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	141
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	228
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	304
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	365
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	544
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	548
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	899
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	779
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	1170
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	1086
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	1588
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	1364
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	1804
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	1297
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	1702
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	911
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	1117
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	603
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	643
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	20
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	27
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	66
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	67
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	99
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	170
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	162
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	299
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	269
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	434
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	312
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	510
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	351
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	644
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	357
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	635
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	321
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	464
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	199
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	255
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	135
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	128
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	19
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	19
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	21
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	29
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	44
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	29
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	59
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	35
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	58
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	47
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	74
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	41
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	83
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	28
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	52
