"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	98
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	119
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	165
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	201
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	173
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	230
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	236
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	222
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	186
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	202
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	147
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	115
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	114
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	120
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	31
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	84
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	65
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	134
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	131
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	160
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	196
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	211
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	269
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	256
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	236
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	211
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	199
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	178
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	190
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	164
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	128
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	21
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	22
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	49
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	47
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	47
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	49
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	66
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	73
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	92
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	89
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	52
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	67
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	50
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	41
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	34
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	37
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	20
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	31
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	29
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	31
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	25
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	33
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	22
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	29
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	16
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	22
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	26
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	17
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	26
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	54
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	57
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	163
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	190
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	423
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	545
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	763
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	993
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	942
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	1264
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	1348
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	1814
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	1424
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	1811
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	1293
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	1591
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	920
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	1037
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	854
	"Respiratory System"	"22010-22060"	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	853
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	21
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	30
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	72
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	80
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	214
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	267
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	334
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	457
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	369
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	618
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	549
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	800
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	491
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	718
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	421
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	541
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	292
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	370
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	249
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	246
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	22
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	19
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	24
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	37
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"60-64 years "	"60-64"	"Female"	"F"	43
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	74
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	66
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	82
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	56
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	83
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	50
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	73
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	53
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	55
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	40
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	43
	"Respiratory System"	"22010-22060"	"Idaho"	"16"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	23
	"Respiratory System"	"22010-22060"	"Idaho"	"16"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	24
	"Respiratory System"	"22010-22060"	"Idaho"	"16"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	37
